,year,type,activity,sex,age,fatal_y_n,time,species,latitude,longitude
3752,2006.0,Unprovoked,Surfing,F,Young Adult,N,Noon,Other,27.7567667,-81.4639835
3753,2006.0,Unprovoked,Swimming,F,Young Adult,Y,Evening,Tiger shark,-18.623146849999998,-174.00213804910913
3754,2005.0,Unprovoked,Surfing,M,Young Adult,N,Noon,4' shark,27.7567667,-81.4639835
3755,2005.0,Unprovoked,Standing,M,Teenager,N,Morning,Other,27.7567667,-81.4639835
3756,2004.0,Unprovoked,Body boarding,M,Teenager,N,Other,Other,-25.2303005,121.0187246
3757,2003.0,Unprovoked,Snorkeling,M,Others,N,Other,Other,-36.9517582,174.79258853027676
3758,2003.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,35.6729639,-79.0392919
3759,2002.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,19.593801499999998,-155.42837009716908
3760,2001.0,Unprovoked,Wading,M,Senior,N,Noon,Other,27.7567667,-81.4639835
3761,2001.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,-32.2171831,26.6386401
3762,2001.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,-32.2171831,26.6386401
3763,2001.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
3764,2000.0,Unprovoked,Surfing,M,Young Adult,Y,Morning,Other,-30.5343665,135.6301212
3765,2000.0,Unprovoked,Surfing,M,Young Adult,Y,Evening,Other,24.813957000000002,125.30557898287014
3766,2000.0,Unprovoked,Other,M,Middle-aged Adult,N,Evening,Other,27.7567667,-81.4639835
3768,2000.0,Unprovoked,Wading,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3769,1999.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
3770,1999.0,Unprovoked,Other,F,Young Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
3771,1998.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,27.7567667,-81.4639835
3774,1997.0,Unprovoked,Surfing,M,Child,N,Morning,Other,27.7567667,-81.4639835
3775,1996.0,Unprovoked,Other,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3776,1996.0,Unprovoked,Surfing,M,Others,N,Other,Other,-28.503833,30.8875009
3777,1996.0,Unprovoked,Surfing,M,Young Adult,N,Noon,1.2 m [4'] shark,27.7567667,-81.4639835
3778,1996.0,Provoked,Wading,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
3779,1995.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,36.7014631,-118.755997
3780,1995.0,Unprovoked,Surfing,M,Others,N,Noon,Other,27.7567667,-81.4639835
3781,1995.0,Unprovoked,Swimming,M,Young Adult,N,Evening,Other,-32.2171831,26.6386401
3782,1995.0,Unprovoked,Swimming,M,Teenager,Y,Evening,Other,-28.503833,30.8875009
3785,1994.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3786,1994.0,Unprovoked,Wading,F,Middle-aged Adult,N,Other,1.2 m [4'] shark,27.7567667,-81.4639835
3787,1993.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,-32.2171831,26.6386401
3789,1991.0,Unprovoked,Snorkeling,M,Middle-aged Adult,N,Other,Other,27.7567667,-81.4639835
3790,1991.0,Unprovoked,Other,M,Young Adult,Y,Other,Other,52.0748349,4.3152572
3791,1991.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
3792,1991.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
3793,1990.0,Unprovoked,Surfing,M,Young Adult,N,Morning,5' shark,27.7567667,-81.4639835
3795,1989.0,Unprovoked,Other,M,Teenager,N,Evening,Other,-28.503833,30.8875009
3796,1988.0,Unprovoked,Other,F,Middle-aged Adult,Y,Other,Other,35.6518079,139.73243752018243
3798,1987.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,36.7014631,-118.755997
3799,1987.0,Unprovoked,Other,M,Middle-aged Adult,N,Morning,Other,36.7014631,-118.755997
3800,1987.0,Unprovoked,Windsurfing,M,Others,N,Other,Other,27.7567667,-81.4639835
3804,1986.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Evening,Other,-32.2171831,26.6386401
3805,1985.0,Unprovoked,Surfing,M,Others,N,Other,Other,-28.503833,30.8875009
3807,1983.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3808,1980.0,Provoked,Scuba diving,F,Middle-aged Adult,N,Other,Other,36.7014631,-118.755997
3809,1980.0,Unprovoked,Swimming,M,Others,N,Other,Other,-22.9110137,-43.2093727
3810,1980.0,Sea Disaster,Other,F,Others,Y,Other,Other,14.574348,121.0585012
3811,1979.0,Unprovoked,Other,M,Young Adult,Y,Other,Other,52.0748349,4.3152572
3812,1979.0,Unprovoked,Other,M,Others,Y,Other,Other,-20.1472512,164.12375677974939
3813,1979.0,Unprovoked,Spearfishing,M,Others,Y,Other,Other,-21.235568649999998,165.24462217176813
3814,1978.0,Unprovoked,Swimming,F,Others,Y,Other,Other,-16.099635499999998,167.416024
3816,1977.0,Provoked,Other,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
3817,1977.0,Unprovoked,Swimming,M,Young Adult,N,Evening,Other,-33.546977,20.72753
3818,1976.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
3819,1975.0,Unprovoked,Surfing,M,Teenager,N,Morning,1.5 m [5'] shark,-28.503833,30.8875009
3820,1974.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,36.7014631,-118.755997
3821,1973.0,Unprovoked,Swimming,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
3822,1971.0,Unprovoked,Wading,M,Child,N,Other,Other,27.7567667,-81.4639835
3823,1971.0,Unprovoked,Other,M,Teenager,Y,Other,Other,55.6255174,8.4552188
3825,1969.0,Unprovoked,Body surfing,M,Teenager,N,Noon,4' shark,27.7567667,-81.4639835
3826,1968.0,Unprovoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
3828,1967.0,Unprovoked,Other,M,Teenager,N,Other,Other,-5.2245897,151.55696765353173
3829,1966.0,Provoked,Other,M,Teenager,N,Other,Other,27.7567667,-81.4639835
3830,1966.0,Provoked,Other,M,Young Adult,N,Evening,4' shark,33.6874388,-80.4363743
3831,1966.0,Unprovoked,Fishing,M,Others,N,Night,1.8 m [6'] shark,-31.8759835,147.2869493
3832,1965.0,Unprovoked,Wading,M,Young Adult,N,Other,Other,-5.2245897,151.55696765353173
3833,1965.0,Unprovoked,Free diving,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3835,1964.0,Unprovoked,Other,M,Others,Y,Other,Other,-3.0,151.5
3836,1964.0,Unprovoked,Spearfishing,M,Young Adult,N,Evening,Other,-38.00353045,175.95782102762962
3837,1963.0,Provoked,Other,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
3838,1963.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-25.2303005,121.0187246
3839,1962.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-28.503833,30.8875009
3843,1962.0,Unprovoked,Surf fishing,F,Middle-aged Adult,N,Evening,Other,-43.586562,171.21232939964904
3844,1962.0,Unprovoked,Other,M,Senior,N,Noon,1.8 m [6'] shark,9.1257934,167.5740472
3845,1961.0,Unprovoked,Standing,F,Teenager,Y,Noon,Other,-22.1646782,144.5844903
3846,1961.0,Unprovoked,Other,M,Middle-aged Adult,Y,Morning,Other,-23.328398,32.8066057
3847,1961.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-30.5343665,135.6301212
3848,1961.0,Unprovoked,Swimming,M,Others,N,Noon,Other,-22.431051726338513,31.34433350014346
3849,1960.0,Provoked,Other,M,Others,N,Other,Other,-25.2303005,121.0187246
3851,1960.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,-38.00353045,175.95782102762962
3854,1959.0,Watercraft,Other,M,Others,N,Noon,Other,-38.00353045,175.95782102762962
3855,1959.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,10.833333,124.833333
3858,1958.0,Unprovoked,Spearfishing,M,Others,Y,Other,Other,-5.8891465,149.699546
3860,1956.0,Provoked,Diving,M,Others,N,Other,Other,-22.1646782,144.5844903
3862,1955.0,Unprovoked,Other,M,Others,Y,Other,Other,-28.503833,30.8875009
3863,1954.0,Unprovoked,Wading,F,Child,N,Morning,Other,30.8703881,-92.007126
3864,1953.0,Provoked,Fishing,M,Senior,N,Other,Other,-30.5343665,135.6301212
3866,1951.0,Unprovoked,Other,M,Others,Y,Other,Other,19.593801499999998,-155.42837009716908
3867,1951.0,Unprovoked,Swimming,M,Teenager,N,Other,1.2 m [4'] shark,-31.8759835,147.2869493
3868,1949.0,Unprovoked,Swimming,M,Young Adult,Y,Noon,Other,-22.1646782,144.5844903
3869,1948.0,Unprovoked,Other,M,Young Adult,Y,Morning,Other,-22.1646782,144.5844903
3871,1948.0,Provoked,Other,M,Middle-aged Adult,N,Other,Other,27.7567667,-81.4639835
3872,1947.0,Unprovoked,Other,M,Senior,Y,Other,Other,-22.1646782,144.5844903
3873,1946.0,Unprovoked,Swimming,M,Teenager,N,Morning,Other,-28.503833,30.8875009
3874,1945.0,Unprovoked,Diving,M,Others,N,Other,Other,-23.3119714,-51.1972178
3877,1941.0,Provoked,Other,M,Middle-aged Adult,N,Noon,Other,40.7127281,-74.0060152
3878,1940.0,Unprovoked,Fishing,M,Others,N,Other,Other,-22.1646782,144.5844903
3880,1938.0,Provoked,Fishing,M,Others,N,Other,Other,40.34816975,115.99957627829163
3881,1937.0,Sea Disaster,Other,M,Others,Y,Other,Other,35.6729639,-79.0392919
3883,1937.0,Provoked,Other,M,Teenager,N,Other,Other,-31.8759835,147.2869493
3884,1936.0,Provoked,Fishing,M,Others,N,Other,Other,27.7567667,-81.4639835
3885,1936.0,Unprovoked,Other,M,Others,N,Other,Other,-10.416667,142.166667
3887,1933.0,Unprovoked,Treading water,M,Others,N,Other,Other,-22.1646782,144.5844903
3888,1931.0,Unprovoked,Other,M,Others,Y,Other,Other,-22.1646782,144.5844903
3889,1930.0,Unprovoked,Swimming,M,Young Adult,N,Other,Tiger shark,27.7567667,-81.4639835
3891,1929.0,Unprovoked,Pearl diving,M,Others,N,Other,Other,-10.416667,142.166667
3892,1929.0,Unprovoked,Bathing,M,Others,N,Other,Other,33.6874388,-80.4363743
3893,1929.0,Unprovoked,Bathing,M,Others,Y,Other,Other,-10.416667,142.166667
3894,1928.0,Unprovoked,Treading water,M,Teenager,N,Noon,Other,-31.8759835,147.2869493
3896,1925.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-10.0,148.0
3897,1925.0,Unprovoked,Swimming,M,Others,N,Other,Other,27.7567667,-81.4639835
3898,1925.0,Unprovoked,Other,M,Others,N,Other,Other,49.2608724,-123.113952
3900,1916.0,Unprovoked,Bathing,M,Young Adult,Y,Other,Other,-22.1646782,144.5844903
3901,1914.0,Unprovoked,Wading,M,Others,N,Other,Other,-30.5343665,135.6301212
3902,1913.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-18.5333859,-53.1394286
3903,1909.0,Unprovoked,Other,M,Others,Y,Other,Other,34.7394361,10.7604024
3904,1908.0,Unprovoked,Other,M,Others,Y,Other,Other,19.593801499999998,-155.42837009716908
3905,1906.0,Unprovoked,Swimming,M,Others,N,Other,Other,-6.71150765,110.63371366935611
3906,1905.0,Unprovoked,Fishing,M,Others,Y,Other,Other,35.6729639,-79.0392919
3909,1898.0,Unprovoked,Other,M,Others,Y,Other,Other,-22.27584205,166.6417946075743
3910,1897.0,Provoked,Other,M,Others,N,Other,Other,39.94243675,-75.08773639999998
3913,1894.0,Unprovoked,Fishing,M,Others,Y,Other,Other,44.0580563,6.0638506
3916,1890.0,Unprovoked,Swimming,M,Others,Y,Other,Other,22.9966023,120.1973841
3919,1888.0,Watercraft,Rowing,M,Others,N,Other,Other,-31.8759835,147.2869493
3921,1887.0,Sea Disaster,Other,M,Others,Y,Night,Other,-9.6611661,-36.6502426
3922,1886.0,Watercraft,Other,M,Others,N,Other,Other,40.0757384,-74.4041622
3923,1885.0,Sea Disaster,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
3924,1883.0,Unprovoked,Diving,M,Others,N,Other,Other,-19.8516101,133.2303375
3925,1882.0,Provoked,Other,M,Others,N,Other,4' to 5' shark,-43.586562,171.21232939964904
3926,1882.0,Unprovoked,Bathing,M,Others,Y,Other,Other,-31.8759835,147.2869493
3927,1881.0,Unprovoked,Fell overboard,M,Young Adult,Y,Other,Other,33.2588817,-86.8295337
3931,1876.0,Unprovoked,Other,M,Others,Y,Other,Other,-31.8759835,147.2869493
3932,1872.0,Sea Disaster,Other,M,Others,Y,Other,Other,26.3918096,-77.1370018
3935,1864.0,Unprovoked,Other,M,Others,Y,Other,Other,9.192987374148444,-79.65254243517884
3936,1851.0,Unprovoked,Swimming,M,Others,Y,Other,Other,19.593801499999998,-155.42837009716908
3938,1845.0,Unprovoked,Bathing,M,Others,Y,Other,Other,19.43683295,-99.14238100453721
3941,1828.0,Unprovoked,Other,M,Teenager,N,Other,Other,8.33460325,-13.065601629260717
3942,1826.0,Unprovoked,Bathing,M,Others,Y,Other,Other,5.107467,-1.2430793
3943,1817.0,Unprovoked,Swimming,M,Others,Y,Other,Other,33.6874388,-80.4363743
3944,1787.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-30.524189,151.97037601719342
3946,1518.0,Unprovoked,Other,M,Others,N,Other,Other,20.6845957,-88.8755669
3947,1.0,Unprovoked,Other,M,Others,N,Other,Other,-31.8759835,147.2869493
3949,1972.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
3950,1972.0,Provoked,Other,M,Others,N,Other,Other,-16.099635499999998,167.416024
3951,1972.0,Unprovoked,Other,M,Others,Y,Other,Other,18.9068356,75.6741579
3953,2023.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,-8.4116316,-37.5919699
3954,2023.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Morning,Bull shark,-22.27584205,166.6417946075743
3956,2022.0,Unprovoked,Fishing,M,Others,N,Other,Other,-23.3119714,-51.1972178
3959,2021.0,Unprovoked,Other,F,Middle-aged Adult,N,Other,Other,27.7567667,-81.4639835
3960,2021.0,Unprovoked,Standing,M,Child,N,Other,Other,27.7567667,-81.4639835
3961,2021.0,Unprovoked,Canoeing,M,Young Adult,N,Morning,Other,-17.68734395,-149.44516811423745
3962,2021.0,Unprovoked,Swimming,M,Child,N,Evening,Other,-36.5986096,144.6780052
3964,2020.0,Unprovoked,Surfing,F,Others,N,Morning,Other,27.7567667,-81.4639835
3965,2020.0,Provoked,Other,M,Others,N,Other,Other,-38.00353045,175.95782102762962
3966,2019.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
3968,2019.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,-19.8516101,133.2303375
3969,2018.0,Unprovoked,Fishing,M,Middle-aged Adult,N,Other,Other,-28.503833,30.8875009
3970,2018.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
3971,2018.0,Questionable,Surfing,M,Others,N,Morning,Other,-31.8759835,147.2869493
3972,2018.0,Unprovoked,Surfing,M,Others,N,Other,Other,-25.2303005,121.0187246
3973,2018.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Other,Other,12.5699326,99.9573437
3975,2018.0,Unprovoked,Other,M,Teenager,N,Morning,Bull shark,-25.2303005,121.0187246
3978,2016.0,Unprovoked,Walking,F,Middle-aged Adult,N,Noon,Other,-22.1646782,144.5844903
3979,2015.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,-33.546977,20.72753
3981,2015.0,Unprovoked,Other,M,Senior,N,Morning,Other,19.593801499999998,-155.42837009716908
3983,2014.0,Provoked,Fishing,M,Middle-aged Adult,Y,Other,Other,-16.2411839,59.59153675674837
3984,2014.0,Watercraft,Kayaking,M,Others,N,Morning,White shark,36.7014631,-118.755997
3985,2014.0,Unprovoked,Scuba diving,M,Others,N,Other,Other,-13.289402,-176.204224
3986,2014.0,Sea Disaster,Other,M,Young Adult,N,Other,Other,26.5707754,128.0255901
3987,2014.0,Unprovoked,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
3989,2012.0,Unprovoked,Swimming,F,Teenager,N,Other,Other,33.6874388,-80.4363743
3990,2012.0,Unprovoked,Wading,F,Young Adult,N,Noon,Other,35.6729639,-79.0392919
3992,2011.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,57.416667,-3.25
3993,2011.0,Watercraft,Canoeing,M,Others,N,Noon,Other,19.593801499999998,-155.42837009716908
3994,2011.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,-17.762453299999997,177.43747042786867
3995,2010.0,Unprovoked,Boogie Boarding,F,Child,N,Other,Other,33.6874388,-80.4363743
3996,2009.0,Unprovoked,Surfing,M,Others,N,Evening,Other,36.7014631,-118.755997
3998,2009.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
3999,2009.0,Unprovoked,Surfing,F,Teenager,N,Noon,Other,-42.035067,146.6366887
4000,2008.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,22.8938884,-109.92006
4001,2008.0,Unprovoked,Surfing,M,Teenager,N,Morning,Other,27.7567667,-81.4639835
4002,2008.0,Unprovoked,Surfing,F,Teenager,N,Morning,Other,27.7567667,-81.4639835
4003,2008.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Evening,4' to 5' shark,27.7567667,-81.4639835
4004,2007.0,Unprovoked,Surfing,M,Young Adult,N,Morning,4' to 5' shark,27.7567667,-81.4639835
4006,2007.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,36.7014631,-118.755997
4007,2006.0,Unprovoked,Standing,M,Young Adult,N,Evening,3' shark,27.7567667,-81.4639835
4013,2004.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,-32.2171831,26.6386401
4015,2004.0,Unprovoked,Surfing,M,Others,N,Noon,Other,27.7567667,-81.4639835
4016,2003.0,Unprovoked,Other,F,Middle-aged Adult,N,Noon,Other,19.593801499999998,-155.42837009716908
4017,2003.0,Unprovoked,Other,M,Middle-aged Adult,Y,Other,Other,-16.8261493,-179.9354607
4018,2003.0,Unprovoked,Swimming,M,Young Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
4019,2002.0,Unprovoked,Scuba diving,M,Young Adult,N,Other,Other,-22.1646782,144.5844903
4022,2001.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
4023,2001.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,-31.8759835,147.2869493
4024,2000.0,Unprovoked,Spearfishing,M,Middle-aged Adult,N,Morning,Other,-22.1646782,144.5844903
4025,2000.0,Unprovoked,Surfing,M,Teenager,Y,Noon,White shark,-30.5343665,135.6301212
4026,1999.0,Watercraft,Kayaking,M,Middle-aged Adult,N,Evening,White shark,36.7014631,-118.755997
4027,1999.0,Unprovoked,Wading,F,Senior,N,Other,Other,27.7567667,-81.4639835
4028,1999.0,Unprovoked,Windsurfing,M,Young Adult,Y,Noon,Other,-30.5343665,135.6301212
4029,1998.0,Unprovoked,Surfing,F,Young Adult,N,Other,Other,-30.5343665,135.6301212
4030,1998.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
4031,1998.0,Unprovoked,Bathing,M,Others,Y,Other,Other,-21.36950525,55.5480782146471
4033,1997.0,Unprovoked,Surf-skiing,M,Middle-aged Adult,N,Other,Other,-25.2303005,121.0187246
4034,1997.0,Unprovoked,Surfing,M,Child,N,Evening,Other,27.7567667,-81.4639835
4035,1997.0,Unprovoked,Windsurfing,M,Young Adult,N,Other,Other,-22.9110137,-43.2093727
4038,1995.0,Unprovoked,Swimming,F,Child,N,Other,Other,33.6874388,-80.4363743
4039,1995.0,Unprovoked,Surfing,M,Others,N,Other,Other,33.6874388,-80.4363743
4040,1993.0,Unprovoked,Swimming,F,Others,N,Other,6' shark,35.6729639,-79.0392919
4042,1992.0,Unprovoked,Body boarding,M,Others,N,Other,Other,-8.4116316,-37.5919699
4043,1992.0,Unprovoked,Other,M,Middle-aged Adult,Y,Noon,Other,33.6013646,132.8185275
4044,1992.0,Unprovoked,Boogie boarding,M,Teenager,N,Evening,Other,-31.8759835,147.2869493
4045,1991.0,Unprovoked,Boogie boarding,M,Teenager,N,Other,Other,-25.2303005,121.0187246
4047,1991.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
4048,1990.0,Unprovoked,Other,F,Young Adult,Y,Noon,Other,-33.546977,20.72753
4050,1988.0,Unprovoked,Other,M,Others,N,Other,Other,-20.35569395,-40.28820017262445
4051,1986.0,Unprovoked,Surfing,M,Young Adult,N,Other,Bull shark,27.7567667,-81.4639835
4052,1986.0,Unprovoked,Treading water,M,Young Adult,N,Noon,Other,-28.503833,30.8875009
4053,1985.0,Unprovoked,Other,M,Others,N,Other,Other,36.7014631,-118.755997
4054,1984.0,Unprovoked,Wading,M,Others,N,Noon,Other,36.7014631,-118.755997
4055,1983.0,Unprovoked,Surfing,M,Others,N,Other,Other,-32.2171831,26.6386401
4057,1983.0,Unprovoked,Windsurfing,M,Young Adult,N,Evening,Other,-33.546977,20.72753
4058,1981.0,Unprovoked,Diving,M,Others,N,Other,Other,27.7567667,-81.4639835
4059,1981.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,-32.2171831,26.6386401
4061,1980.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-21.36950525,55.5480782146471
4062,1980.0,Unprovoked,Body surfing,M,Teenager,N,Noon,Other,40.0757384,-74.4041622
4063,1980.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,-2.2717426,40.9027109
4066,1978.0,Unprovoked,Diving,M,Others,N,Other,White shark,-33.546977,20.72753
4068,1977.0,Unprovoked,Surfing,M,Teenager,N,Noon,White shark,-30.5343665,135.6301212
4069,1976.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
4070,1974.0,Unprovoked,Surfing,M,Young Adult,N,Noon,1.8 m [6'] shark,-28.503833,30.8875009
4071,1974.0,Unprovoked,Other,M,Young Adult,Y,Other,White shark,-30.5343665,135.6301212
4072,1973.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
4075,1970.0,Unprovoked,Other,M,Teenager,N,Morning,Other,27.7567667,-81.4639835
4077,1970.0,Unprovoked,Swimming,M,Child,N,Other,Other,-22.431051726338513,31.34433350014346
4078,1970.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,17.666667,-100.0
4080,1969.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,-31.8759835,147.2869493
4082,1968.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
4083,1967.0,Unprovoked,Swimming,M,Senior,Y,Other,Other,-36.5986096,144.6780052
4084,1967.0,Unprovoked,Spearfishing,M,Young Adult,N,Morning,Other,-28.503833,30.8875009
4085,1966.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,18.2247706,-66.4858295
4087,1965.0,Unprovoked,Other,M,Others,N,Other,Other,22.9966023,120.1973841
4089,1964.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-5.994921,154.9966955
4090,1962.0,Unprovoked,Other,M,Others,Y,Other,Other,-5.0,145.5
4091,1962.0,Unprovoked,Swimming,M,Teenager,N,Morning,Other,-23.328398,32.8066057
4092,1962.0,Unprovoked,Wading,M,Teenager,N,Morning,Other,-28.503833,30.8875009
4093,1962.0,Unprovoked,Swimming,M,Young Adult,Y,Morning,Other,-28.503833,30.8875009
4094,1961.0,Unprovoked,Wading,M,Teenager,N,Morning,White shark,33.6874388,-80.4363743
4095,1961.0,Provoked,Other,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
4101,1959.0,Unprovoked,Other,M,Young Adult,N,Evening,Other,36.7014631,-118.755997
4102,1958.0,Unprovoked,Fishing,M,Middle-aged Adult,N,Other,Other,25.55449055,-79.2753655146048
4103,1958.0,Unprovoked,Swimming,F,Others,N,Evening,Other,45.4225937,14.6172032
4105,1957.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,-28.503833,30.8875009
4106,1957.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-31.8759835,147.2869493
4107,1957.0,Unprovoked,Other,M,Teenager,N,Other,Other,-5.994921,154.9966955
4108,1956.0,Unprovoked,Wading,F,Middle-aged Adult,N,Evening,Other,27.7567667,-81.4639835
4110,1955.0,Unprovoked,Swimming,F,Young Adult,Y,Other,White shark,45.4225937,14.6172032
